Key,zh,en,es
TOWERDEFENSE_SHOVEL_GOLD_NAME,金铲,Gold Shovel,Gold Shovel
TOWERDEFENSE_SHOVEL_GOLD_EXPRESTION,移除场地上的植物返还少量阳光！,,
TOWERDEFENSE_SHOVEL_GOLD_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-4[/color]\n\n特点：[color=cc241d]铲掉植物时回收20%阳光[/color],,
TOWERDEFENSE_SHOVEL_GOLD_HANDBOOK_STORY,在草坪上捡到的金铲子。看起来像是黄金制品但意外地耐用，估计只是镀金的。,,

TOWERDEFENSE_SHOVEL_COLD_NAME,寒冰铲,Cold Shovel,Cold Shovel
TOWERDEFENSE_SHOVEL_COLD_EXPRESTION,移除植物时向前发射寒冰豌豆！,,
TOWERDEFENSE_SHOVEL_COLD_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 2-4[/color]\n\n特点：[color=cc241d]铲掉植物时向前发射寒冰豌豆，数量为该植物价格的10%（向下取整）[/color],,
TOWERDEFENSE_SHOVEL_COLD_HANDBOOK_STORY,据说是从某个冰淇淋小摊淘来的铲子。,,

TOWERDEFENSE_SHOVEL_DIAMOND_NAME,钻石铲,Diamond Shovel,Diamond Shovel
TOWERDEFENSE_SHOVEL_DIAMOND_EXPRESTION,移除场地上的植物返还大量阳光！,,
TOWERDEFENSE_SHOVEL_DIAMOND_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]商店购买 “钻石铲”[/color]\n\n特点：[color=cc241d]铲掉植物时回收30%阳光[/color],,
TOWERDEFENSE_SHOVEL_DIAMOND_HANDBOOK_STORY,看这通体的质感，不像是用一颗钻石两根木棍合成出的东西？,,

TOWERDEFENSE_SHOVEL_JALAPENO_NAME,辣椒铲,Jalapeno shovel,Jalapeno shovel
TOWERDEFENSE_SHOVEL_JALAPENO_EXPRESTION,移除植物时释放一行火焰！,,
TOWERDEFENSE_SHOVEL_JALAPENO_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-4[/color]\n\n特点：[color=cc241d]铲掉植物时，释放一次整行的火焰效果，对本行僵尸造成等同于植物价格的火焰伤害（铲掉价格为0的植物不触发效果）[/color],,
TOWERDEFENSE_SHOVEL_JALAPENO_HANDBOOK_STORY,一把火辣辣的铲子，冬天拿在手里也很温暖。,,

TOWERDEFENSE_SHOVEL_MAGNET_NAME,磁力铲,Magnetic shovel,Magnetic shovel
TOWERDEFENSE_SHOVEL_MAGNET_EXPRESTION,移除植物时吸取场上的铁器！,,
TOWERDEFENSE_SHOVEL_MAGNET_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-4[/color]\n\n特点：[color=cc241d]铲掉植物时，生成一个磁力旋涡，全屏吸取僵尸铁器并销毁（优先吸取距离最近的），吸取数量为该植物价格÷50（向下取整）[/color],,
TOWERDEFENSE_SHOVEL_MAGNET_HANDBOOK_STORY,这其实是一大块电磁铁。你问电从哪来？当然是太阳能！,,

TOWERDEFENSE_SHOVEL_MELON_NAME,西瓜铲,Melon shovel,Melon shovel
TOWERDEFENSE_SHOVEL_MELON_EXPRESTION,移除植物时向前发射西瓜！,,
TOWERDEFENSE_SHOVEL_MELON_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-4[/color]\n\n特点：[color=cc241d]铲掉植物时向前发射西瓜，数量为植物价格的5%（每20阳光发射一个）[/color],,
TOWERDEFENSE_SHOVEL_MELON_HANDBOOK_STORY,“种瓜得瓜”？有这把铲子，你种啥都能得瓜！,,

TOWERDEFENSE_SHOVEL_PUMPKIN_NAME,南瓜铲,Pumpkin shovel,Pumpkin shovel
TOWERDEFENSE_SHOVEL_PUMPKIN_EXPRESTION,南瓜铲的说明,,
TOWERDEFENSE_SHOVEL_PUMPKIN_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 6-4[/color]\n\n特点：[color=cc241d]\n①铲掉一个非南瓜头植物，生成一个继承被铲植物当前血量的南瓜头（如若本格内存在南瓜头，则会将该植物血量叠加到南瓜头上）[/color]\n②：铲掉一个南瓜头，获取其对应的阳光（当前血量/血量上限*当前价格）[/color],,
TOWERDEFENSE_SHOVEL_PUMPKIN_HANDBOOK_STORY,铲面中间似乎是空的，放根蜡烛或许能当南瓜灯用？,,

TOWERDEFENSE_MOWER_DEFAULT_NAME,草坪小推车,Default Mower,Default Mower
TOWERDEFENSE_MOWER_DEFAULT_EXPRESTION,默认的陆地小推车,,
TOWERDEFENSE_MOWER_DEFAULT_HANDBOOK_EXPRESTION,特点：[color=cc241d]无[/color],,
TOWERDEFENSE_MOWER_DEFAULT_HANDBOOK_STORY,你的院子里配备已久的除草机，稍微改装了一下用于清理僵尸。,,

TOWERDEFENSE_MOWER_SUN_NAME,阳光小推车,Sun Mower,Sun Mower
TOWERDEFENSE_MOWER_SUN_EXPRESTION,碾压僵尸可以获得阳光！,,
TOWERDEFENSE_MOWER_SUN_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]商店购买 “阳光小推车”[/color]\n\n特点：[color=cc241d]替换草坪小推车，每碾压一只僵尸掉落25点阳光,,
TOWERDEFENSE_MOWER_SUN_HANDBOOK_STORY,这是小推车帮你申请的备用应急阳光。或许你可以直接弃车把它当作启动资金？,,

TOWERDEFENSE_PLANT_PRESENTBOX_NAME,抽奖盒子,PresentBox,PresentBox
TOWERDEFENSE_PLANT_PRESENTBOX_EXPRESTION,下一个惊喜是？,,
TOWERDEFENSE_PLANT_PRESENTBOX_HANDBOOK_EXPRESTION,韧性：[color=cc241d]300[/color]\n范围：[color=cc241d]自身所在格[/color]\n特性：[color=C71585]随机植物[/color]\n特点：[color=cc241d]随机开出一株植物，夜间植物不会睡觉[/color],,
TOWERDEFENSE_PLANT_PRESENTBOX_HANDBOOK_STORY,“如你所见，我是一个盒子。”随机植物盒子说，“我里面有些种子，你可能会找到杂交种子，因为它们在里面打拳击（boxing）。至于为什么能开出玉米加农炮……”盒子迟疑了一下。“因为他是被挤出来的。”,,

TOWERDEFENSE_PLANT_PEASHOOTERSINGLE_NAME,豌豆射手,PeashooterSingle,PeashooterSingle
TOWERDEFENSE_PLANT_PEASHOOTERSINGLE_EXPRESTION,豌豆射手，你的第一道防线。它们通过发射豌豆来攻击僵尸。,,
TOWERDEFENSE_PLANT_PEASHOOTERSINGLE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方一行[/color],,
TOWERDEFENSE_PLANT_PEASHOOTERSINGLE_HANDBOOK_STORY,一棵植物，怎么能如此快地生长，并发射如此多的豌豆呢？豌豆射手回答：“努力工作，奉献自己，再加上一份阳光，高纤维和氧化碳均衡搭配，这种健康早餐让一切成为可能。”,,

TOWERDEFENSE_PLANT_CHERRYBOMB_NAME,樱桃炸弹,CherryBomb,CherryBomb
TOWERDEFENSE_PLANT_CHERRYBOMB_EXPRESTION,樱桃炸弹能炸掉一定区域内所有僵尸。他们一种下就会立刻引爆，所以请把他们种在僵尸们的身边。,,
TOWERDEFENSE_PLANT_CHERRYBOMB_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800（灰烬伤害）[/color]\n范围：[color=cc241d]自身为中心周围1.5格的圆[/color],,
TOWERDEFENSE_PLANT_CHERRYBOMB_HANDBOOK_STORY,“我要‘爆’开了，”樱桃一号说。“不，我们是要‘炸’开了！”它哥哥樱桃二号说。经过激烈的商议之后，它们才统一达成“爆炸”这个说法。,,

TOWERDEFENSE_PLANT_WALLNUT_NAME,坚果,Wallnut,Wallnut
TOWERDEFENSE_PLANT_WALLNUT_EXPRESTION,坚果拥有足以让你保护其它植物的坚硬外壳。,,
TOWERDEFENSE_PLANT_WALLNUT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-10[/color]\n\n韧性：[color=cc241d]4000[/color],,
TOWERDEFENSE_PLANT_WALLNUT_HANDBOOK_STORY,坚果：“人们想知道，经常被僵尸啃的感觉怎样？他们不知道，我有限的感官，只能让我感到一种麻麻的感觉，像是，令人放松的背部按摩。”,,

TOWERDEFENSE_PLANT_SNOWPEA_NAME,寒冰射手,Ice Archer,Ice Archer
TOWERDEFENSE_PLANT_SNOWPEA_EXPRESTION,寒冰射手会发射寒冰豌豆攻击敌人，并具有减速效果。,,
TOWERDEFENSE_PLANT_SNOWPEA_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]商店购买 “冰锥射手” [/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方一行[/color]\n特点：[color=cc241d]发射的寒冰豌豆会减速命中的僵尸15秒[/color],,
TOWERDEFENSE_PLANT_SNOWPEA_HANDBOOK_STORY,人们经常告诉寒冰射手他是多么“冷酷”，或者告诫他要“冷静”。他们叫他要“保持镇静”。寒冰射手只是转转他的眼睛，其实他都听见了。,,

TOWERDEFENSE_PLANT_CHOMPER_NAME,大嘴花,Chomper,Chomper
TOWERDEFENSE_PLANT_CHOMPER_EXPRESTION,大嘴花可以一口吞掉一整只僵尸，但是他们消化僵尸的时候很脆弱。,,
TOWERDEFENSE_PLANT_CHOMPER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]吞噬（小型僵尸）/42秒[/color]\n范围：[color=cc241d]前方一格[/color]\n特点：[color=cc241d]对可吞噬的僵尸即死对不可吞噬僵尸则造成40点伤害[/color],,
TOWERDEFENSE_PLANT_CHOMPER_HANDBOOK_STORY,大嘴花几乎可以到“恐怖小店”表演他的绝技了，不过他的经济人榨取了他太多的钱，所以他没去成。尽管如此，大嘴花没有怨言，只说了句这只是交易的一部分。,,

TOWERDEFENSE_PLANT_PEASHOOTER_NAME,双发射手,Peashooter,Peashooter
TOWERDEFENSE_PLANT_PEASHOOTER_EXPRESTION,双发射手可以一次发射两颗豌豆,,
TOWERDEFENSE_PLANT_PEASHOOTER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20x2/1.5s[/color]\n范围：[color=cc241d]前方一行[/color],,
TOWERDEFENSE_PLANT_PEASHOOTER_HANDBOOK_STORY,双发射手很凶悍，他是在街头混大的。他不在乎任何人的看法，无论是植物还是僵尸，他打出豌豆，是为了让别人离他远点。但其实，双发射手一直暗地里渴望着爱情。,,

TOWERDEFENSE_PLANT_PUFFSHROOM_NAME,小喷菇,Little Puffcap,Little Puffcap
TOWERDEFENSE_PLANT_PUFFSHROOM_EXPRESTION,小喷菇是免费的，不过射程很近。,,
TOWERDEFENSE_PLANT_PUFFSHROOM_HANDBOOK_EXPRESTION,韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方三格[/color]\n特性：[color=C71585]白天会睡觉[/color],,
TOWERDEFENSE_PLANT_PUFFSHROOM_HANDBOOK_STORY,小喷菇：“我是最近才知道僵尸的事情。和很多蘑菇一样，我只是把他们想象成童话和电影里的怪物。不过这次的经历已经让我大开眼界了。”,,

TOWERDEFENSE_PLANT_SUNSHROOM_NAME,阳光菇,Sunlight Mushroom,Sunlight Mushroom
TOWERDEFENSE_PLANT_SUNSHROOM_EXPRESTION,阳光菇开始提供少量阳光，稍后提供正常数量阳光。,,
TOWERDEFENSE_PLANT_SUNSHROOM_HANDBOOK_EXPRESTION,韧性：[color=cc241d]300[/color]\n生产：[color=cc241d]15阳光/25秒，长大后变为25阳光/25秒[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]需要60秒时间成长[/color],,
TOWERDEFENSE_PLANT_SUNSHROOM_HANDBOOK_STORY,阳光菇讨厌阳光。恨到当它内部产生点阳光时，就尽可能快的吐出来。它就是不能忍受这个。对它来说，阳光令人厌恶。,,

TOWERDEFENSE_PLANT_FUMESHROOM_NAME,大喷菇,Giant puffball,Giant puffball
TOWERDEFENSE_PLANT_FUMESHROOM_EXPRESTION,大喷菇喷出的气液可以穿透铁丝网门。,,
TOWERDEFENSE_PLANT_FUMESHROOM_HANDBOOK_EXPRESTION,韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方四格所有僵尸[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]攻击无视二类防具[/color],,
TOWERDEFENSE_PLANT_FUMESHROOM_HANDBOOK_STORY,“我以前那份没前途的工作，是为一个面包房生产酵母孢，”大喷菇说。“然后小喷菇，上帝保佑它，告诉了我这个喷杀僵尸的机会。现在我真觉得自己完全不同了。”,,

TOWERDEFENSE_PLANT_GRAVEBUSTER_NAME,墓碑吞噬者,Grave Monument Eater,Grave Monument Eater
TOWERDEFENSE_PLANT_GRAVEBUSTER_EXPRESTION,墓碑吞噬者用来吃掉墓碑。,,
TOWERDEFENSE_PLANT_GRAVEBUSTER_HANDBOOK_EXPRESTION,韧性：[color=cc241d]300[/color]\n特性：[color=C71585]只能种在墓碑上，并花费时间吞噬[/color],,
TOWERDEFENSE_PLANT_GRAVEBUSTER_HANDBOOK_STORY,尽管墓碑吞噬者的外表十分吓人，但他想要所有人都知道，其实他喜欢小猫咪，而且利用业余时间，在一家僵尸康复中心做志愿者。“我只是在做正确的事情，”他说。,,

TOWERDEFENSE_PLANT_HYPNOSHROOM_NAME,魅惑菇,Hypno Shroom,Hypno Shroom
TOWERDEFENSE_PLANT_HYPNOSHROOM_EXPRESTION,当僵尸吃下魅惑菇后，它将会掉转方向为你作战。,,
TOWERDEFENSE_PLANT_HYPNOSHROOM_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 2-10[/color]\n\n韧性：[color=cc241d]300[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]吃掉它的僵尸会变成友军单位为你作战[/color],,
TOWERDEFENSE_PLANT_HYPNOSHROOM_HANDBOOK_STORY,魅惑菇声称：“僵尸们是我们的朋友，他们在我们的生态环境里扮演着重要角色。我们应当更努力地让他们学会用我们的方式来思考。”,,

TOWERDEFENSE_PLANT_SCAREDYSHROOM_NAME,胆小菇,Timid mushroom,Timid mushroom
TOWERDEFENSE_PLANT_SCAREDYSHROOM_EXPRESTION,胆小菇是一种远程射手，但敌人接近后会躲起来。,,
TOWERDEFENSE_PLANT_SCAREDYSHROOM_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 2-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s[/color]\n范围：[color=cc241d]前方一行[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]以自身为圆心周围约1.5格内有僵尸时会躲起来停止攻击[/color],,
TOWERDEFENSE_PLANT_SCAREDYSHROOM_HANDBOOK_STORY,“谁在那？”胆小菇低声说，声音细微难辨。“走开！我不想见任何人。除非……除非你是马戏团的人。”,,

TOWERDEFENSE_PLANT_ICESHROOM_NAME,寒冰菇,Ice Mushroom,Ice Mushroom
TOWERDEFENSE_PLANT_ICESHROOM_EXPRESTION,寒冰菇能短暂的冻结屏幕上所有僵尸。,,
TOWERDEFENSE_PLANT_ICESHROOM_HANDBOOK_EXPRESTION,韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20[/color]\n范围：[color=cc241d]全屏[/color]\n特性：[color=C71585]清除火球、白天会睡觉[/color]\n特点：[color=cc241d]冻结范围内的所有僵尸3秒，并减速15秒[/color],,
TOWERDEFENSE_PLANT_ICESHROOM_HANDBOOK_STORY,寒冰菇皱着眉头，倒不是因为它不高兴或不满意，只是因为，它儿时因受创伤而遗留下了面瘫。,,

TOWERDEFENSE_PLANT_DOOMSHROOM_NAME,毁灭菇,Destroyer Mushroom,Destroyer Mushroom
TOWERDEFENSE_PLANT_DOOMSHROOM_EXPRESTION,毁灭菇可以摧毁大范围的僵尸，并留下一个不能种植物的弹坑。,,
TOWERDEFENSE_PLANT_DOOMSHROOM_HANDBOOK_EXPRESTION,韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800（灰烬伤害）[/color]\n特性：[color=C71585]白天会睡觉[/color]\n特点：[color=cc241d]爆炸后残留一个弹坑，持续存在180秒[/color],,
TOWERDEFENSE_PLANT_DOOMSHROOM_HANDBOOK_STORY,“你很幸运，我是和你一伙的，”毁灭菇说，“我能摧毁任何你所害怕的东西，小菜一碟。”,,

TOWERDEFENSE_PLANT_LILYPAD_NAME,睡莲,lily Pad,lily Pad
TOWERDEFENSE_PLANT_LILYPAD_EXPRESTION,睡莲可以让你种植非水生植物在它上面。,,
TOWERDEFENSE_PLANT_LILYPAD_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-10[/color]\n\n韧性：[color=cc241d]300[/color]\n特性：[color=C71585]可在水上承载植物[/color],,
TOWERDEFENSE_PLANT_LILYPAD_HANDBOOK_STORY,睡莲从不抱怨，它也从来不想知道发生了什么事。在它身上种植物，它也不会说什么。难道，它有什么惊奇想法或者可怕的秘密？没人知道。睡莲把这些都埋藏在心底。,,

TOWERDEFENSE_PLANT_SQUASH_NAME,窝瓜,Squash,Squash
TOWERDEFENSE_PLANT_SQUASH_EXPRESTION,窝瓜会压扁第一个接近它的僵尸。,,
TOWERDEFENSE_PLANT_SQUASH_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-15[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800[/color]\n范围：[color=cc241d]自身周围一格[/color],,
TOWERDEFENSE_PLANT_SQUASH_HANDBOOK_STORY,“我准备好了！”窝瓜大吼道，“干吧！算我一份；没人比我厉害，我就是你要的人！来啊！还等什么？要的就是这个。”,,

TOWERDEFENSE_PLANT_THREEPEATER_NAME,三线射手,Three-line shooter,Three-line shooter
TOWERDEFENSE_PLANT_THREEPEATER_EXPRESTION,三线射手可以在三条线上同时射出豌豆。,,
TOWERDEFENSE_PLANT_THREEPEATER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]20/1.5s/行[/color]\n范围：[color=cc241d]前方三行[/color]\n边路补偿：[color=cc241d]种植于最上和最下行时向前多发射一枚子弹[/color],,
TOWERDEFENSE_PLANT_THREEPEATER_HANDBOOK_STORY,三线射手喜欢读书、下棋和在公园里傻坐着，他也喜欢演出，特别是现代爵士乐。“我正在寻找我生命中的另一半，”他说。三线射手最爱的数字是5。,,

TOWERDEFENSE_PLANT_TANGLEKELP_NAME,缠绕海草,,
TOWERDEFENSE_PLANT_TANGLEKELP_EXPRESTION,缠绕海草能够拖僵尸下水。,,
TOWERDEFENSE_PLANT_TANGLEKELP_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]即死[/color]\n范围：[color=cc241d]单格[/color]\n特性：[color=C71585]只能种在水中[/color]\n特点：[color=cc241d]将靠近的一只僵尸拉下水，然后消失[/color],,
TOWERDEFENSE_PLANT_TANGLEKELP_HANDBOOK_STORY,“我是完全隐形的。”缠绕海草琢磨着，“我藏匿在水面下，没人看得到我。”尽管朋友们告诉他，他们可以清楚地看到他；缠绕海草仍坚持自己的看法。,,

TOWERDEFENSE_PLANT_TALLNUT_NAME,高坚果,Sea Nut,Sea Nut
TOWERDEFENSE_PLANT_TALLNUT_EXPRESTION,高坚果是重型壁垒植物，而且不会被跨过。,,
TOWERDEFENSE_PLANT_TALLNUT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 3-10[/color]\n\n韧性：[color=cc241d]8000[/color]\n特性：[color=C71585]阻挡僵尸跳跃[/color],,
TOWERDEFENSE_PLANT_TALLNUT_HANDBOOK_STORY,人们都想知道，坚果和高坚果是否在竞争。高坚果以男中音的声调大声笑了。“我们之间怎么会存在竞争关系？我们是哥们儿。你知道坚果为我做了什么吗…”高坚果的声音越来越小，它狡黠地笑着。,,

TOWERDEFENSE_PLANT_JALAPENO_NAME,火爆辣椒,Jalapeno,Jalapeno
TOWERDEFENSE_PLANT_JALAPENO_EXPRESTION,火爆辣椒可以摧毁一整条线上的敌人。,,
TOWERDEFENSE_PLANT_JALAPENO_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-15[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800（火焰伤害）[/color]\n范围：[color=cc241d]自身所在一整行[/color]\n特性：[color=C71585]清除冰道与冰球[/color]\n特点：[color=cc241d]并解除植物与僵尸身上的减速和冻结效果[/color],,
TOWERDEFENSE_PLANT_JALAPENO_HANDBOOK_STORY,“嘎嘎嘎嘎！”火爆辣椒说。他现在不会爆炸，还不到时候。不过快了，喔！快了快了，快来了。他知道，他感受到了，他一生都是在等待这一刻！,,

TOWERDEFENSE_PLANT_PLANTERN_NAME,路灯花,Street lamp flower,Street lamp flower
TOWERDEFENSE_PLANT_PLANTERN_EXPRESTION,路灯花能照亮一片区域，让你看清战场迷雾。,,
TOWERDEFENSE_PLANT_PLANTERN_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 4-10[/color]\n\n韧性：[color=cc241d]300[/color]\n范围：[color=cc241d]自身为中心7×5格[/color]\n特点：[color=cc241d]照亮范围内的迷雾和透视3x3范围的罐子[/color],,
TOWERDEFENSE_PLANT_PLANTERN_HANDBOOK_STORY,路灯花抵触科学，它只会埋头蛮干。其他植物吃的是光，挤出的是氧气。路灯花吃的是黑暗，挤出的却是光。对于它如何能产生光这件事，路灯花持谨慎态度。“我不会说这是“巫术”，我也不会使用“黑暗力量”，我只是……我想我说得够多的了。”,,

TOWERDEFENSE_PLANT_PUMPKIN_NAME,南瓜壳,Pumpkin shell,Pumpkin shell
TOWERDEFENSE_PLANT_PUMPKIN_EXPRESTION,南瓜壳可以用它的外壳保护其它的植物。,,
TOWERDEFENSE_PLANT_PUMPKIN_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]同时拥有火焰南瓜壳与冰焰南瓜壳时解锁[/color]\n\n韧性：[color=cc241d]4000[/color]\n特性：[color=C71585]保护植物[/color],,
TOWERDEFENSE_PLANT_PUMPKIN_HANDBOOK_STORY,南瓜壳最近都没有关于他表哥“刃菲尔德”的消息。刃菲尔德是个大明星，是一种运动的体育明星…叫什么运动来着？佩格跳跳球大师？总之南瓜壳搞不懂是什么运动，他只想做好他自己的本职工作。,,

TOWERDEFENSE_PLANT_POT_NAME,花盆,Pot,Pot
TOWERDEFENSE_PLANT_POT_EXPRESTION,花盆可以让你在屋顶上种植植物。,,
TOWERDEFENSE_PLANT_POT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 1-15[/color]\n\n韧性：[color=cc241d]300[/color]\n特性：[color=C71585]可在裸地上承载植物[/color],,
TOWERDEFENSE_PLANT_POT_HANDBOOK_STORY,“我是一个花盆，但我也是一棵植物。是不是很意外？”,,

TOWERDEFENSE_PLANT_CORNPULT_NAME,玉米投手,Corn pitcher,Corn pitcher
TOWERDEFENSE_PLANT_CORNPULT_EXPRESTION,玉米投手可以投掷玉米粒和黄油。,,
TOWERDEFENSE_PLANT_CORNPULT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关冒险模式 5-10[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]（20~40）/3s[/color]\n范围：[color=cc241d]前方一行[/color]\n特点：[color=cc241d]①投掷无视地形坡面\n②有概率投掷黄油，伤害40、赋予僵尸3秒定身[/color],,
TOWERDEFENSE_PLANT_CORNPULT_HANDBOOK_STORY,玉米投手是投手兄弟中的老大；他们三兄弟当中，只有玉米记得其它人的生日，只不过它记得不太准而已。,,
